CASEID,MARITAL,AGEWED,DIVORCE,WIDOWED
31076,1,24,2,2
31077,1, 0,2,2
31078,1, 0,2,2
31079,1, 0,2,2
31080,1, 0,2,2
31081,1, 0,2,2
31082,1,26,2,2
31083,1,23,2,2
31084,1, 0,2,1
31085,1,23,2,2
31086,1, 0,2,2
31087,1,25,2,2
31088,1,30,2,2
31089,1, 0,2,2
31090,1, 0,2,2
31091,1,29,2,2
31092,1,18,1,2
31093,1,22,2,2
31094,1, 0,1,2
31095,1, 0,2,2
31096,1, 0,1,1
31097,1, 0,1,2
31098,1,28,2,2
31099,2,18,1,0
31100,1, 0,2,2
31101,1,21,2,2
31102,3,25,0,2
31103,1,21,1,2
31104,1, 0,1,2
31105,5, 0,0,0
31106,5, 0,0,0
31107,1, 0,1,2
31108,3,16,0,2
31109,2, 0,2,0
31110,3,25,0,2
31111,1, 0,2,9
31112,2,28,2,0
31113,3, 0,0,2
31114,3, 0,0,2
31115,2, 0,2,0
31116,5, 0,0,0
31117,5, 0,0,0
31118,1,21,2,2
31119,1,41,2,2
31120,1, 0,2,2
31121,1, 0,2,2
31122,5, 0,0,0
31123,3,21,0,2
31124,5, 0,0,0
31125,2,20,2,0
31126,1, 0,2,2
31127,3,18,0,2
31128,1,18,2,2
31129,4,19,0,2
31130,1, 0,2,2
31131,2, 0,2,0
31132,1, 0,2,2
31133,1, 0,1,2
31134,1, 0,2,1
31135,2, 0,2,0
31136,1,20,2,2
31137,1,22,1,2
31138,1,29,2,2
31139,1,29,2,2
31140,1,24,1,2
31141,2, 0,2,0
31142,1,18,2,2
31143,1,27,2,2
31144,1,18,2,2
31145,5, 0,0,0
31146,3, 0,0,2
31147,1,28,2,9
31148,3, 0,0,2
31149,2, 0,1,0
31150,5, 0,0,0
31151,1,19,2,9
31152,1, 0,2,9
31153,1,17,2,2
31154,5, 0,0,0
31155,3, 0,0,2
31156,1,24,2,9
31157,3,25,0,9
31158,1,18,2,2
31159,5, 0,0,0
31160,1, 0,2,2
31161,3, 0,0,2
31162,5, 0,0,0
31163,3,22,0,2
31164,5, 0,0,0
31165,3,19,0,2
31166,2, 0,9,0
31167,1, 0,1,2
31168,2,19,2,0
31169,5, 0,0,0
31170,1, 0,1,2
31171,3,99,0,2
31172,1,98,9,9
31173,1, 0,2,2
31174,2, 0,2,0
31175,2,29,1,0
31176,1, 0,1,2
31177,1,24,1,2
31178,1,20,2,2
31179,1,23,2,2
31180,1, 0,2,2
31181,1,20,2,2
31182,1, 0,2,2
31183,1, 0,2,2
31184,3,27,0,2
31185,5, 0,0,0
31186,2, 0,2,0
31187,1, 0,2,2
31188,1,18,1,2
31189,1,25,2,2
31190,5, 0,0,0
31191,1, 0,1,2
31192,5, 0,0,0
31193,1,19,1,2
31194,1,20,2,1
31195,1, 0,2,2
31196,4, 0,0,2
31197,1,17,2,2
31198,1, 0,2,2
31199,5, 0,0,0
31200,2, 0,2,0
31201,3, 0,0,2
31202,5, 0,0,0
31203,3, 0,0,2
31204,1, 0,2,2
31205,5, 0,0,0
31206,3,29,0,2
31207,4,29,0,2
31208,5, 0,0,0
31209,2,20,1,0
31210,5, 0,0,0
31211,5, 0,0,0
31212,3, 0,0,2
31213,5, 0,0,0
31214,1, 0,2,9
31215,1,18,1,2
31216,3, 0,0,2
31217,1,20,2,2
31218,3, 0,0,2
31219,1,26,2,2
31220,1, 0,2,2
31221,1, 0,2,2
31222,1, 0,2,2
31223,1, 0,2,1
31224,1,26,2,2
31225,1,27,2,2
31226,5, 0,0,0
31227,2, 0,2,0
31228,2,16,2,0
31229,3,99,0,2
31230,3,26,0,2
31231,1, 0,1,2
31232,3, 0,0,2
31233,1,23,1,2
31234,1,21,2,2
31235,1, 0,2,2
31236,5, 0,0,0
31237,3,17,0,2
31238,1, 0,2,2
31239,1, 0,2,2
31240,1, 0,2,2
31241,1,23,2,2
31242,1, 0,2,2
31243,1, 0,2,2
31244,1, 0,1,2
31245,1,16,1,2
31246,1,30,2,2
31247,1,25,2,2
31248,1, 0,1,2
31249,1, 0,1,2
31250,1, 0,9,2
31251,5, 0,0,0
31252,1,31,2,2
31253,1,16,2,2
31254,5, 0,0,0
31255,1, 0,1,2
31256,3, 0,0,2
31257,5, 0,0,0
31258,1,16,1,2
31259,5, 0,0,0
31260,5, 0,0,0
31261,1,20,2,2
31262,5, 0,0,0
31263,4, 0,0,2
31264,2, 0,2,0
31265,5, 0,0,0
31266,1,21,2,2
31267,1, 0,2,2
31268,5, 0,0,0
31269,5, 0,0,0
31270,4, 0,0,2
31271,4, 0,0,2
31272,5, 0,0,0
31273,1,35,2,2
31274,1, 0,2,2
31275,5, 0,0,0
31276,3, 0,0,2
31277,1,33,2,2
31278,5, 0,0,0
31279,1,24,2,2
31280,3,15,0,1
31281,5, 0,0,0
31282,1,24,2,2
31283,1,21,2,2
31284,1, 0,1,2
31285,1,24,2,2
31286,1,24,2,2
31287,1,21,2,2
31288,5, 0,0,0
31289,2, 0,2,0
31290,1,21,1,2
31291,4, 0,0,2
31292,5, 0,0,0
31293,1, 0,2,2
31294,1,19,2,2
31295,2, 0,2,0
31296,1,21,2,2
31297,3,15,0,2
31298,1,18,1,2
31299,1, 0,2,2
31300,1, 0,2,2
31301,1, 0,2,2
31302,2,18,2,0
31303,1,15,2,9
31304,5, 0,0,0
31305,3, 0,0,2
31306,1, 0,2,9
31307,1,21,1,2
31308,1, 0,1,2
31309,2, 0,1,0
31310,1,24,2,9
31311,1,23,2,2
31312,2, 0,2,0
31313,1,19,2,2
31314,3, 0,0,2
31315,3,18,0,2
31316,1, 0,2,9
31317,1,21,2,2
31318,5, 0,0,0
31319,5, 0,0,0
31320,1, 0,2,9
31321,1,24,2,2
31322,1,20,2,2
31323,1,26,2,2
31324,1,17,2,2
31325,1, 0,2,2
31326,5, 0,0,0
31327,4, 0,0,2
31328,1, 0,2,2
31329,1,21,2,2
31330,1,21,2,2
31331,1, 0,2,2
31332,5, 0,0,0
31333,3, 0,0,2
31334,5, 0,0,0
31335,1, 0,1,2
31336,3, 0,0,2
31337,3,17,0,2
31338,3,21,0,2
31339,3,33,0,2
31340,5, 0,0,0
31341,1, 0,1,2
31342,5, 0,0,0
31343,3, 0,0,2
31344,3,21,0,2
31345,1,20,2,2
31346,3, 0,0,2
31347,1, 0,2,2
31348,3, 0,0,2
31349,1,21,1,2
31350,2,17,2,0
31351,5, 0,0,0
31352,2, 0,2,0
31353,2,13,1,0
31354,2, 0,2,0
31355,4,18,0,1
31356,1,18,2,1
31357,1, 0,2,2
31358,1, 0,2,2
31359,2,20,2,0
31360,1, 0,1,2
31361,1,21,2,2
31362,3,21,0,2
31363,3,19,0,2
31364,3, 0,0,2
31365,1,19,2,2
31366,5, 0,0,0
31367,1, 0,9,9
31368,3,32,0,2
31369,5, 0,0,0
31370,1,17,1,2
31371,3, 0,0,2
31372,5, 0,0,0
31373,2, 0,2,0
31374,3, 0,0,2
31375,5, 0,0,0
31376,1, 0,1,2
31377,4,15,0,2
31378,3,18,0,2
31379,2, 0,2,0
31380,5, 0,0,0
31381,1, 0,1,2
31382,5, 0,0,0
31383,5, 0,0,0
31384,5, 0,0,0
31385,3, 0,0,2
31386,3,22,0,2
31387,1, 0,2,2
31388,1,23,1,2
31389,1,20,1,2
31390,1, 0,2,2
31391,3,18,0,2
31392,5, 0,0,0
31393,1, 0,2,2
31394,5, 0,0,0
31395,2, 0,2,0
31396,3,18,0,2
31397,2,22,1,0
31398,5, 0,0,0
31399,5, 0,0,0
31400,1, 0,1,2
31401,5, 0,0,0
31402,5, 0,0,0
31403,1, 0,1,2
31404,1,18,2,2
31405,3, 0,0,2
31406,5, 0,0,0
31407,3,18,0,2
31408,4,99,0,2
31409,1,15,2,2
31410,1, 0,2,1
31411,1,34,2,2
31412,2,22,2,0
31413,1,26,2,2
31414,1, 0,2,2
31415,1, 0,2,2
31416,1,56,2,2
31417,5, 0,0,0
31418,1, 0,1,2
31419,5, 0,0,0
31420,3, 0,0,2
31421,3, 0,0,1
31422,1, 0,2,9
31423,5, 0,0,0
31424,5, 0,0,0
31425,5, 0,0,0
31426,2,20,2,0
31427,5, 0,0,0
31428,5, 0,0,0
31429,1,22,2,2
31430,5, 0,0,0
31431,3,19,0,2
31432,5, 0,0,0
31433,2,21,1,0
31434,5, 0,0,0
31435,5, 0,0,0
31436,5, 0,0,0
31437,3, 0,0,2
31438,5, 0,0,0
31439,1, 0,2,2
31440,1,29,2,2
31441,1, 0,2,2
31442,1,25,2,2
31443,1, 0,2,2
31444,1, 0,2,2
31445,5, 0,0,0
31446,1,18,2,2
31447,1,18,2,2
31448,1, 0,1,2
31449,5, 0,0,0
31450,5, 0,0,0
31451,5, 0,0,0
31452,1, 0,1,2
31453,2,20,2,0
31454,1,18,1,2
31455,3,26,0,2
31456,5, 0,0,0
31457,2, 0,2,0
31458,1, 0,1,2
31459,4, 0,0,2
31460,3,17,0,1
31461,1,23,2,2
31462,3,23,0,1
31463,1,29,2,2
31464,1, 0,2,2
31465,5, 0,0,0
31466,3,21,0,1
31467,1, 0,1,2
31468,1, 0,2,2
31469,1,21,1,2
31470,1, 0,1,2
31471,1,22,2,2
31472,3, 0,0,2
31473,1, 0,2,2
31474,1, 0,2,2
31475,1, 0,1,2
31476,4,18,0,2
31477,5, 0,0,0
31478,5, 0,0,0
31479,5, 0,0,0
31480,1, 0,1,2
31481,1, 0,2,2
31482,1,22,2,2
31483,1,20,2,2
31484,1,26,2,1
31485,1, 0,1,2
31486,3,21,0,2
31487,1, 0,2,2
31488,1,19,2,2
31489,2, 0,2,0
31490,3,25,0,2
31491,1,25,2,2
31492,5, 0,0,0
31493,3, 0,0,2
31494,5, 0,0,0
31495,5, 0,0,0
31496,5, 0,0,0
31497,2,20,2,0
31498,2,18,1,0
31499,3,19,0,2
31500,1, 0,2,2
31501,1,27,2,2
31502,1, 0,2,2
31503,2, 0,1,0
31504,2, 0,2,0
31505,1,20,1,2
31506,3,23,0,2
31507,5, 0,0,0
31508,3, 0,0,2
31509,1,23,2,2
31510,3, 0,0,2
31511,1,23,2,2
31512,2, 0,2,0
31513,4,27,0,2
31514,5, 0,0,0
31515,3, 0,0,2
31516,3, 0,0,2
31517,5, 0,0,0
31518,1, 0,2,2
31519,5, 0,0,0
31520,1, 0,1,2
31521,1,21,1,2
31522,1,23,1,2
31523,5, 0,0,0
31524,1, 0,2,1
31525,1,21,2,1
31526,3, 0,0,2
31527,3, 0,0,2
31528,1, 0,1,2
31529,3,18,0,2
31530,1,27,2,2
31531,1,27,1,2
31532,1,19,1,2
31533,3, 0,0,2
31534,1, 0,1,2
31535,1, 0,2,2
31536,3, 0,0,2
31537,3,23,0,2
31538,5, 0,0,0
31539,1, 0,2,2
31540,1, 0,2,2
31541,2,29,2,0
31542,1,34,2,2
31543,5, 0,0,0
31544,3, 0,0,2
31545,5, 0,0,0
31546,1,18,1,2
31547,5, 0,0,0
31548,5, 0,0,0
31549,1,25,1,2
31550,1, 0,1,2
31551,3,20,0,2
31552,5, 0,0,0
31553,3, 0,0,2
31554,1,18,1,1
31555,2,21,2,0
31556,3, 0,0,2
31557,1, 0,1,2
31558,1, 0,1,2
31559,1,32,2,2
31560,1, 0,2,2
31561,1,23,2,2
31562,1, 0,2,2
31563,1, 0,1,2
31564,1, 0,2,2
31565,3, 0,0,2
31566,3,99,0,2
31567,1,21,2,2
31568,1, 0,1,2
31569,1, 0,1,2
31570,1, 0,2,2
31571,5, 0,0,0
31572,1,23,2,2
31573,3,16,0,2
31574,1,17,2,1
31575,1,21,1,2
31576,1,19,2,2
31577,1,22,2,2
31578,1, 0,2,2
31579,5, 0,0,0
31580,5, 0,0,0
31581,3, 0,0,2
31582,3,19,0,2
31583,5, 0,0,0
31584,3,18,0,2
31585,3,17,0,2
31586,5, 0,0,0
31587,5, 0,0,0
31588,3,21,0,2
31589,4, 0,0,2
31590,1, 0,1,2
31591,5, 0,0,0
31592,1, 0,1,2
31593,3, 0,0,2
31594,1, 0,2,2
31595,1,20,2,2
31596,1,20,1,2
31597,1, 0,2,2
31598,1,19,2,2
31599,1, 0,2,2
31600,5, 0,0,0
31601,1,21,1,2
31602,3,26,0,2
31603,1,18,1,2
31604,1,26,1,2
31605,1,24,2,2
31606,1,22,9,2
31607,1, 0,2,2
31608,1,21,2,2
31609,1, 0,2,2
31610,1,25,2,2
31611,1, 0,2,2
31612,1,33,2,2
31613,5, 0,0,0
31614,1, 0,1,2
31615,1,19,2,2
31616,1, 0,2,2
31617,5, 0,0,0
31618,5, 0,0,0
31619,1, 0,2,2
31620,2, 0,2,0
31621,5, 0,0,0
31622,3, 0,0,2
31623,1,29,2,2
31624,1,24,2,1
31625,3, 0,0,2
31626,1,20,2,2
31627,5, 0,0,0
31628,1, 0,1,9
31629,3, 0,0,1
31630,5, 0,0,0
31631,5, 0,0,0
31632,5, 0,0,0
31633,1, 0,2,2
31634,1,19,1,2
31635,4, 0,0,2
31636,5, 0,0,0
31637,1, 0,1,2
31638,3,17,0,2
31639,1, 0,2,2
31640,3,22,0,2
31641,1,24,2,9
31642,5, 0,0,0
31643,3, 0,0,2
31644,1,16,2,9
31645,2,25,2,0
31646,1,23,2,2
31647,1,23,2,2
31648,1, 0,2,2
31649,3, 0,0,2
31650,1, 0,2,2
31651,1, 0,2,2
31652,3,25,0,2
31653,1,21,2,2
31654,3, 0,0,2
31655,1, 0,2,2
31656,1,27,1,2
31657,1, 0,2,2
31658,1,26,2,2
31659,3, 0,0,2
31660,4, 0,0,2
31661,3,18,0,2
31662,5, 0,0,0
31663,1,24,2,2
31664,1, 0,2,2
31665,3,21,0,2
31666,3,21,0,2
31667,5, 0,0,0
31668,5, 0,0,0
31669,1,27,2,2
31670,3, 0,0,2
31671,2,21,2,0
31672,1,20,2,1
31673,5, 0,0,0
31674,1, 0,2,2
31675,5, 0,0,0
31676,1, 0,2,2
31677,2,30,2,0
31678,1,20,2,2
31679,1, 0,1,2
31680,1,23,2,2
31681,1, 0,2,2
31682,3,25,0,2
31683,1,23,2,2
31684,3,20,0,2
31685,1,29,2,2
31686,1, 0,2,2
31687,1,21,2,2
31688,5, 0,0,0
31689,1, 0,2,2
31690,1,20,2,2
31691,5, 0,0,0
31692,2, 0,2,0
31693,5, 0,0,0
31694,1, 0,2,2
31695,1, 0,2,2
31696,1,21,2,2
31697,1, 0,2,2
31698,1,20,1,2
31699,1, 0,2,2
31700,1,16,2,2
31701,1, 0,2,2
31702,5, 0,0,0
31703,3, 0,0,2
31704,1,28,2,2
31705,3, 0,0,2
31706,3,26,0,2
31707,3, 0,0,2
31708,4,25,0,2
31709,5, 0,0,0
31710,1, 0,2,2
31711,3, 0,0,2
31712,1,21,2,2
31713,1, 0,2,9
31714,1, 0,2,2
31715,1,18,1,2
31716,5, 0,0,0
31717,5, 0,0,0
31718,1,21,2,2
31719,1,20,2,2
31720,1, 0,2,9
31721,1, 0,2,2
31722,1, 0,1,2
31723,5, 0,0,0
31724,2,30,1,0
31725,2, 0,2,0
31726,1,20,2,2
31727,1, 0,2,2
31728,1, 0,2,2
31729,1,18,1,2
31730,3, 0,0,2
31731,1,18,2,2
31732,5, 0,0,0
31733,5, 0,0,0
31734,5, 0,0,0
31735,5, 0,0,0
31736,1,17,2,2
31737,1,23,2,2
31738,1, 0,1,2
31739,2, 0,2,0
31740,1, 0,2,2
31741,1,23,2,2
31742,1, 0,2,2
31743,1,20,2,2
31744,3,17,0,1
31745,1, 0,1,2
31746,1, 0,2,2
31747,1,28,1,2
31748,1,22,2,2
31749,1,22,2,2
31750,1, 0,2,2
31751,5, 0,0,0
31752,3,30,0,2
31753,3, 0,0,2
31754,1,20,1,2
31755,1,20,2,2
31756,3,21,0,2
31757,5, 0,0,0
31758,2,24,2,0
31759,2,40,2,0
31760,1,19,2,2
31761,1,19,1,2
31762,1, 0,1,2
31763,1, 0,2,2
31764,1, 0,2,2
31765,5, 0,0,0
31766,1,25,1,2
31767,1,24,2,2
31768,3, 0,0,2
31769,4, 0,0,2
31770,1,21,2,2
31771,1,23,2,2
31772,2,22,1,0
31773,3,21,0,2
31774,3, 0,0,1
31775,3, 0,0,2
31776,5, 0,0,0
31777,1, 0,2,2
31778,2, 0,1,0
31779,5, 0,0,0
31780,1,19,1,2
31781,5, 0,0,0
31782,2,18,1,0
31783,1,19,2,2
31784,1,19,2,2
31785,1, 0,2,2
31786,5, 0,0,0
31787,5, 0,0,0
31788,5, 0,0,0
31789,1, 0,2,2
31790,1,19,1,2
31791,1,31,2,2
31792,1,18,2,2
31793,1,24,1,2
31794,1, 0,1,2
31795,5, 0,0,0
31796,1, 0,2,2
31797,5, 0,0,0
31798,1, 0,2,2
31799,1, 0,1,2
31800,1,22,2,2
31801,5, 0,0,0
31802,1,20,1,2
31803,1, 0,1,2
31804,2,21,2,0
31805,1, 0,2,2
31806,1, 0,2,2
31807,3,20,0,2
31808,1,23,2,2
31809,3, 0,0,2
31810,3,19,0,2
31811,1, 0,2,2
31812,5, 0,0,0
31813,5, 0,0,0
31814,5, 0,0,0
31815,2, 0,2,0
31816,1,21,2,2
31817,1,23,1,2
31818,4,29,0,2
31819,1, 0,2,2
31820,3,23,0,2
31821,3, 0,0,2
31822,5, 0,0,0
31823,5, 0,0,0
31824,1,20,2,2
31825,5, 0,0,0
31826,1, 0,2,2
31827,1,20,2,2
31828,1,26,2,2
31829,1, 0,2,2
31830,1, 0,1,2
31831,1, 0,1,2
31832,3,22,0,2
31833,5, 0,0,0
31834,3,22,0,2
31835,5, 0,0,0
31836,3, 0,0,2
31837,3,23,0,2
31838,1,19,1,2
31839,5, 0,0,0
31840,3, 0,0,2
31841,1,24,2,2
31842,3, 0,0,2
31843,2,19,1,0
31844,1, 0,2,2
31845,5, 0,0,0
31846,3,19,0,2
31847,2,22,2,0
31848,1,26,2,2
31849,1, 0,2,2
31850,1, 0,2,9
31851,1,21,2,2
31852,1, 0,1,2
31853,1, 0,1,2
31854,1,21,2,2
31855,1,17,1,2
31856,5, 0,0,0
31857,3, 0,0,2
31858,3, 0,0,2
31859,1, 0,1,2
31860,1,19,2,2
31861,1, 0,2,2
31862,1,16,8,8
31863,1,20,2,2
31864,1,20,2,2
31865,1,22,2,2
31866,1,18,1,2
31867,1, 0,1,2
31868,1, 0,2,2
31869,2,19,2,0
31870,5, 0,0,0
31871,1, 0,1,2
31872,2, 0,2,0
31873,1, 0,2,2
31874,1, 0,1,2
31875,1,25,2,2
31876,1, 0,2,2
31877,1,18,2,2
31878,1,18,1,2
31879,1,20,1,2
31880,1,22,1,2
31881,1,30,2,2
31882,1,20,2,2
31883,1,27,2,2
31884,1, 0,2,2
31885,5, 0,0,0
31886,1,23,2,2
31887,1, 0,2,2
31888,1,25,2,2
31889,1, 0,2,2
31890,5, 0,0,0
31891,5, 0,0,0
31892,5, 0,0,0
31893,3,18,0,2
31894,3,25,0,2
31895,3, 0,0,2
31896,3,27,0,2
31897,3, 0,0,2
31898,1, 0,2,2
31899,1, 0,1,2
31900,1,24,2,2
31901,1,99,2,2
31902,1,27,2,2
31903,1,20,2,2
31904,1, 0,2,2
31905,1, 0,2,2
31906,1, 0,2,2
31907,1, 0,2,2
31908,1, 0,2,2
31909,3,20,0,2
31910,1,22,2,2
31911,1,19,2,2
31912,1,27,2,2
31913,1, 0,1,2
31914,1,17,2,2
31915,1,28,2,2
31916,1, 0,2,2
31917,1, 0,2,2
31918,1,26,2,2
31919,1, 0,2,2
31920,3,25,0,2
31921,2, 0,2,0
31922,3,18,0,2
31923,1,23,2,2
31924,1,28,2,2
31925,5, 0,0,0
31926,5, 0,0,0
31927,3,19,0,2
31928,2,17,1,0
31929,1,22,2,2
31930,1, 0,2,2
31931,1, 0,1,2
31932,1, 0,2,2
31933,1, 0,2,2
31934,1, 0,2,2
31935,3,20,0,2
31936,1,20,2,2
31937,1,27,2,2
31938,5, 0,0,0
31939,2, 0,2,0
31940,1, 0,2,2
31941,5, 0,0,0
31942,3, 0,0,2
31943,5, 0,0,0
31944,2,39,2,0
31945,1,20,1,2
31946,1, 0,1,2
31947,3,30,0,2
31948,2, 0,2,0
31949,5, 0,0,0
31950,5, 0,0,0
31951,5, 0,0,0
31952,5, 0,0,0
31953,4, 0,0,2
31954,1,22,2,2
31955,1,21,1,1
31956,1, 0,2,2
31957,1, 0,2,2
31958,1,18,2,2
31959,1, 0,2,2
31960,1, 0,1,2
31961,1,22,2,2
31962,1,20,2,2
31963,1,16,2,1
31964,1, 0,2,2
31965,2, 0,2,0
31966,1,25,2,2
31967,5, 0,0,0
31968,1,23,1,2
31969,1,25,2,2
31970,2, 0,2,0
31971,1, 0,2,2
31972,2, 0,2,0
31973,1,22,2,1
31974,1,20,2,2
31975,2,17,1,0
31976,5, 0,0,0
31977,1, 0,1,2
31978,2,19,2,0
31979,3,18,0,2
31980,5, 0,0,0
31981,3,18,0,2
31982,3, 0,0,2
31983,4,19,0,2
31984,1,19,2,2
31985,1, 0,1,9
31986,1,19,2,2
31987,3,16,0,2
31988,5, 0,0,0
31989,1,18,2,2
31990,1, 0,2,2
31991,2,22,2,0
31992,1, 0,1,2
31993,5, 0,0,0
31994,2, 0,2,0
31995,1, 0,1,2
31996,1, 0,1,2
31997,1, 0,2,2
31998,1,17,1,2
31999,1, 0,2,2
32000,1, 0,2,2
32001,1,21,2,2
32002,5, 0,0,0
32003,1, 0,1,2
32004,1,33,2,2
32005,3,23,0,2
32006,1, 0,2,2
32007,5, 0,0,0
32008,5, 0,0,0
32009,3, 0,0,2
32010,1,17,2,2
32011,1,18,1,2
32012,1, 0,2,2
32013,1, 0,2,2
32014,3,30,0,2
32015,1, 0,2,2
32016,2,99,2,0
32017,3, 0,0,2
32018,1, 0,2,2
32019,2, 0,2,0
32020,1, 0,2,2
32021,3,21,0,2
32022,1,23,2,2
32023,1,19,2,1
32024,4, 0,0,2
32025,5, 0,0,0
32026,5, 0,0,0
32027,1,22,2,2
32028,1, 0,2,2
32029,1,30,2,9
32030,1, 0,2,9
32031,1,24,2,2
32032,1,20,2,9
32033,1,22,2,2
32034,2, 0,2,0
32035,5, 0,0,0
32036,1,18,2,2
32037,5, 0,0,0
32038,5, 0,0,0
32039,1, 0,2,2
32040,3,29,0,2
32041,3,21,0,1
32042,2,19,2,0
32043,1,25,2,2
32044,3, 0,0,2
32045,2,16,1,0
32046,4, 0,0,2
32047,3, 0,0,2
32048,2,54,2,0
32049,1, 0,1,2
32050,3,21,0,2
32051,1, 0,2,2
32052,1,19,2,2
32053,1,20,2,2
32054,5, 0,0,0
32055,1,22,1,2
32056,3, 0,0,1
32057,1,19,1,2
32058,1, 0,2,2
32059,2, 0,2,0
32060,1, 0,2,2
32061,1,28,2,2
32062,1, 0,1,2
32063,1,20,2,2
32064,1, 0,2,2
32065,1, 0,2,2
32066,3,17,0,2
32067,1,19,2,2
32068,2,17,2,0
32069,2, 0,2,0
32070,1, 0,2,2
32071,1,25,1,2
32072,5, 0,0,0
32073,1, 0,2,2
32074,1,23,1,2
32075,1,27,2,2
32076,3,18,0,2
32077,1,20,2,2
32078,1, 0,1,2
32079,5, 0,0,0
32080,3, 0,0,2
32081,1, 0,2,2
32082,1,20,2,2
32083,1, 0,2,2
32084,5, 0,0,0
32085,4, 0,0,2
32086,1,20,2,2
32087,1,25,2,2
32088,1, 0,1,2
32089,1, 0,2,2
32090,1, 0,2,2
32091,1,21,2,2
32092,1,19,2,2
32093,1,22,1,2
32094,5, 0,0,0
32095,1, 0,2,2
32096,1,18,2,2
32097,1,17,1,2
32098,1,19,2,2
32099,5, 0,0,0
32100,2,21,1,0
32101,1, 0,2,2
32102,5, 0,0,0
32103,2,18,2,0
32104,1, 0,1,2
32105,2,19,2,0
32106,1,18,1,2
32107,3, 0,0,2
32108,1, 0,2,2
32109,1, 0,1,2
32110,1, 0,2,2
32111,1, 0,2,2
32112,2,20,1,0
32113,1, 0,2,1
32114,1, 0,2,2
32115,2, 0,2,0
32116,1,25,2,2
32117,1,19,1,2
32118,1, 0,2,2
32119,1,25,2,2
32120,2, 0,2,0
32121,1, 0,2,2
32122,3, 0,0,2
32123,2, 0,2,0
32124,4, 0,0,2
32125,1,21,2,2
32126,5, 0,0,0
32127,5, 0,0,0
32128,2,29,1,0
32129,2,24,2,0
32130,1, 0,2,2
32131,1, 0,2,2
32132,1, 0,1,9
32133,1,20,2,2
32134,3, 0,0,2
32135,4, 0,0,2
32136,1, 0,2,2
32137,5, 0,0,0
32138,1,22,2,2
32139,2,24,2,0
32140,1,22,2,2
32141,1,19,2,2
32142,1, 0,2,2
32143,1, 0,1,1
32144,1,30,2,2
32145,1, 0,2,2
32146,4,32,0,1
32147,4,18,0,2
32148,2, 0,2,0
32149,3, 0,0,2
32150,2, 0,2,0
32151,1,19,2,2
32152,1, 0,2,2
32153,3, 0,0,1
32154,2,16,2,0
32155,3, 0,0,2
32156,5, 0,0,0
32157,3,17,0,2
32158,5, 0,0,0
32159,2,22,2,0
32160,2,15,2,0
32161,5, 0,0,0
32162,1,18,1,2
32163,3, 0,0,2
32164,1,18,1,2
32165,2,34,1,0
32166,3, 0,0,2
32167,1,19,2,2
32168,1, 0,2,2
32169,1, 0,2,2
32170,5, 0,0,0
32171,1, 0,2,2
32172,1, 0,2,2
32173,1,24,2,2
32174,1,24,2,2
32175,1,17,2,2
32176,1,21,2,2
32177,2,20,2,0
32178,5, 0,0,0
32179,1,20,1,2
32180,2, 0,1,0
32181,2, 0,1,0
32182,1,24,1,2
32183,4, 0,0,2
32184,1,21,2,2
32185,1,19,2,2
32186,1, 0,2,2
32187,1,17,2,2
32188,1,21,2,2
32189,1, 0,2,2
32190,3, 0,0,2
32191,1, 0,2,2
32192,3,19,0,2
32193,5, 0,0,0
32194,3,21,0,1
32195,3,18,0,2
32196,1,23,2,2
32197,1, 0,2,2
32198,1,18,2,2
32199,1, 0,1,9
32200,3,17,0,2
32201,1, 0,1,2
32202,1, 0,2,2
32203,1, 0,2,2
32204,5, 0,0,0
32205,4,99,0,2
32206,2, 0,1,0
32207,1, 0,2,2
32208,1, 0,2,2
32209,1, 0,2,2
32210,2,19,2,0
32211,4,25,0,1
32212,1, 0,1,2
32213,1, 0,2,2
32214,2, 0,2,0
32215,1, 0,1,2
32216,1, 0,2,2
32217,1,17,2,9
32218,1, 0,2,2
32219,1,34,2,2
32220,1,19,2,2
32221,2,21,2,0
32222,2,18,2,0
32223,3, 0,0,2
32224,1,24,2,2
32225,1, 0,1,2
32226,3,22,0,2
32227,1,22,2,2
32228,3,20,0,2
32229,1,23,2,2
32230,1,25,2,2
32231,1, 0,2,2
32232,1, 0,1,2
32233,1, 0,2,2
32234,1, 0,2,2
32235,1,29,2,2
32236,1, 0,1,2
32237,2, 0,2,0
32238,5, 0,0,0
32239,2, 0,2,0
32240,1, 0,2,2
32241,2,15,1,0
32242,1, 0,2,2
32243,1,18,2,2
32244,1, 0,2,2
32245,1, 0,2,2
32246,1, 0,2,2
32247,3,18,0,2
32248,5, 0,0,0
32249,3,17,0,2
32250,4,18,0,2
32251,1,27,2,2
32252,5, 0,0,0
32253,1, 0,1,2
32254,3, 0,0,2
32255,5, 0,0,0
32256,1, 0,2,2
32257,1,20,2,2
32258,1,24,2,2
32259,1, 0,2,2
32260,1, 0,2,2
32261,1,20,2,1
32262,3,21,0,2
32263,1,19,1,2
32264,1,23,1,2
32265,2,16,1,0
32266,1,19,1,1
32267,1, 0,1,2
32268,1,18,2,2
32269,1,17,2,2
32270,5, 0,0,0
32271,2,20,2,0
32272,1, 0,2,9
32273,1, 0,2,9
32274,1, 0,2,9
32275,1,19,2,2
32276,5, 0,0,0
32277,3,21,0,2
32278,3, 0,0,2
32279,1, 0,2,9
32280,3,21,0,2
32281,1,19,1,2
